g,mY,gY,mU,kD,gU,b,bs,mUs
0.19315,0.125,0.1891,99.6358,38.1649,0.0006845,0.731128,1.794525,NA
0.99213,0.125,0.0437,44.1678,94.2505,0.0009125,0.164129,8.951815,NA
0.8711,0.125,4.41,97.5412,54.8777,0.0084154,0.887272,11.179615,NA
0.03675,0.125,6.8723,70.9562,24.974,0.0028388,0.048406,4.190635,NA
0.20594,0.125,8.1642,11.4594,19.8396,0.0011855,0.540049,6.16244,NA
0.53869,0.125,2.5739,185.2958,98.6416,0.0058226,0.0874,3.987655,NA
0.03203,0.125,8.8507,197.2606,4.6668,0.0011174,0.139174,0.337085,NA
0.83376,0.125,6.5288,132.7598,72.8685,0.0013554,0.176126,8.46639,NA
0.54158,0.125,0.9639,115.8068,51.7895,0.0027213,0.343805,12.71331,NA
0.77074,0.125,4.4961,29.1508,85.2998,0.0036164,0.409,6.9933,NA
0.90813,0.125,1.2499,9.458,75.7402,0.0035495,0.029314,2.761955,NA
0.37231,0.125,1.3351,61.4696,92.8203,0.0092651,0.822511,14.419615,NA
0.5073,0.125,2.2922,155.409,37.6214,0.0065112,0.539882,4.81606,NA
0.89899,0.125,5.528,11.4264,18.8063,0.0097579,0.636971,2.91674,NA
0.42699,0.125,9.5264,148.9224,2.1596,0.0030042,0.973518,5.55251,NA
0.96697,0.125,9.0821,110.4834,83.2143,0.0095059,0.280532,5.062945,NA
0.82988,0.125,7.6826,53.7996,93.0909,0.0068691,0.230709,15.197085,NA
0.35894,0.125,4.9963,68.497,34.6037,0.0081732,0.207234,14.299265,NA
0.57051,0.125,3.956,181.1334,79.569,0.0070191,0.511719,10.09276,NA
0.20237,0.125,3.1013,197.9456,90.4516,0.0088647,0.159938,9.915345,NA
0.40788,0.125,2.5155,174.7796,25.9475,0.0051063,0.859003,0.1928,NA
0.46622,0.125,3.9933,197.879,28.3285,0.0086595,0.571752,9.72729,NA
0.21478,0.125,1.56,10.0714,74.6863,0.0042242,0.064278,13.345725,NA
0.39198,0.125,4.092,73.4212,72.4276,0.0014029,0.053236,13.696975,NA
0.92611,0.125,6.9491,51.9928,40.2964,0.0020824,0.306921,5.84756,NA
0.43031,0.125,8.1201,57.8464,94.1208,0.0026457,0.586823,1.92621,NA
0.68732,0.125,3.0922,27.0714,8.3312,0.0089343,0.508016,5.337195,NA
0.76762,0.125,4.9013,117.6536,50.2351,0.0058038,0.419029,13.99131,NA
0.29518,0.125,8.5897,191.6788,23.5782,0.0084524,0.051237,6.848475,NA
0.23503,0.125,4.9684,113.2588,11.8301,0.0088642,0.39894,11.647145,NA
0.79179,0.125,7.4843,160.71,11.2153,0.008357,1.009102,0.71998,NA
0.92846,0.125,8.1551,120.3974,5.926,0.0093503,0.588163,1.85668,NA
0.90995,0.125,6.901,41.2698,56.1555,0.0005748,0.86616,11.729155,NA
0.90406,0.125,0.3081,188.2566,51.0102,0.0071901,0.244487,9.442255,NA
0.95119,0.125,4.8124,170.5098,81.7412,0.0023733,0.143044,9.901445,NA
0.12274,0.125,0.767,185.4046,50.2437,0.0049013,0.406948,3.991985,NA
0.19168,0.125,2.1707,3.9422,24.5126,0.0019201,0.101243,11.85622,NA
0.61217,0.125,1.8383,0.9826,72.3406,0.0022279,0.984661,7.317035,NA
0.01335,0.125,5.4582,124.2592,92.6857,0.0011469,1.004329,0.317695,NA
0.63757,0.125,8.7494,55.3712,61.6503,0.0034655,0.500855,12.29271,NA
0.69157,0.125,8.1706,12.6054,17.903,0.0001583,0.402855,8.57109,NA
0.96816,0.125,5.5075,90.4802,95.9482,0.0003359,0.78574,10.433335,NA
0.95,0.125,6.3469,160.3446,69.9294,0.0065419,0.124993,3.06844,NA
0.2625,0.125,1.3091,157.3092,91.8419,0.005745,0.57457,8.812105,NA
0.3689,0.125,2.4098,157.6098,67.3432,0.0022731,0.752914,13.0486,NA
0.004,0.125,8.5846,103.326,17.438,0.0010871,0.869278,3.99255,NA
0.34793,0.125,8.8461,102.7576,35.0714,0.0058745,0.551389,9.319945,NA
0.38088,0.125,9.5832,192.992,58.6887,0.0075419,0.795354,4.795855,NA
0.68455,0.125,7.4508,36.9616,16.1192,0.0038818,1.030551,10.89266,NA
0.31355,0.125,6.2601,17.78,30.8032,0.0042718,1.034547,5.967705,NA
0.58589,0.125,3.4512,64.1576,72.9524,0.0087434,0.527219,6.28945,NA
0.02329,0.125,6.9922,51.1842,85.8539,0.0096833,0.23723,1.999585,NA
0.51226,0.125,3.1306,106.0808,39.2627,0.0039435,0.161628,10.014255,NA
0.90091,0.125,2.9311,195.2724,56.4462,0.00313,0.3818,1.816405,NA
0.38428,0.125,1.7061,114.8596,60.8668,0.0023006,0.784068,4.065585,NA
0.26338,0.125,6.5645,44.8726,57.1288,0.0035449,0.882477,3.83846,NA
0.595,0.125,6.3673,163.0862,29.0509,0.0081287,0.148675,9.9006,NA
0.68773,0.125,3.7974,167.143,41.3788,0.0080157,0.979668,1.84079,NA
0.82828,0.125,9.7204,137.778,13.6443,0.0076446,0.982858,4.92181,NA
0.89407,0.125,9.2506,123.583,2.4506,0.0064414,0.71487,5.449265,NA
0.2394,0.125,1.6356,196.3036,38.5135,0.0093618,0.959224,0.095645,NA
0.76707,0.125,9.074,113.3748,38.0896,0.007598,0.292,12.28454,NA
0.7393,0.125,5.2237,116.9178,60.6006,0.0006864,0.855188,12.259105,NA
0.48786,0.125,1.3332,76.569,37.097,0.0045645,0.308765,3.07342,NA
0.83556,0.125,8.8942,159.8718,74.1816,0.0016684,0.154913,1.768805,NA
0.50178,0.125,3.7679,105.3826,77.8164,0.0006424,1.037849,15.218855,NA
0.93247,0.125,5.9963,57.775,66.1135,0.0098066,0.51609,5.627625,NA
0.34062,0.125,9.8527,8.815,54.2683,0.006575,0.064339,15.565675,NA
0.94966,0.125,5.182,119.1764,42.9159,0.0052253,0.647413,7.937965,NA
0.97311,0.125,5.6739,37.759,37.723,0.0062372,0.481355,6.54065,NA
0.84989,0.125,6.3892,174.4876,62.8142,0.0097033,0.132947,2.08767,NA
0.56815,0.125,5.729,96.9476,31.2654,0.0001099,0.530287,3.10386,NA
0.77498,0.125,3.9237,109.315,95.2077,0.0022728,1.074331,8.678675,NA
0.19132,0.125,5.7835,129.495,35.402,0.0053037,0.791675,2.790575,NA
0.917,0.125,9.4871,1.01,74.0411,0.0091346,0.641127,10.47275,NA
0.86203,0.125,2.6625,160.0898,75.7885,0.0084235,0.282605,14.49951,NA
0.99392,0.125,0.12,164.9632,0.2688,0.0077397,0.606672,1.501585,NA
0.68003,0.125,2.0655,117.7206,59.5052,0.001977,0.277476,8.726205,NA
0.51412,0.125,7.8725,132.66,16.4155,0.009614,0.119732,9.125565,NA
0.35593,0.125,8.0954,144.9816,96.9342,0.0096432,0.708028,1.15718,NA
0.74696,0.125,2.6065,62.0436,39.6913,0.0022862,0.552486,3.7011,NA
0.91948,0.125,4.2124,169.8458,15.3455,0.0045165,0.994995,15.38604,NA
0.37594,0.125,3.3003,61.521,27.2119,0.008852,0.548254,3.095175,NA
0.19776,0.125,0.7845,14.1022,61.1771,0.0065615,1.001142,8.80613,NA
0.85186,0.125,4.8044,71.9372,37.4078,0.0011156,1.003075,13.589135,NA
0.23641,0.125,2.5342,52.6144,16.0327,0.0003327,0.557173,0.42015,NA
0.32384,0.125,7.0743,21.4378,48.2471,0.0099936,0.81966,10.409945,NA
0.65418,0.125,3.3047,38.8404,97.251,0.0078757,0.877579,11.126305,NA
0.41467,0.125,4.9612,161.8316,41.0523,0.0007262,0.353469,12.61208,NA
0.25505,0.125,1.571,29.2538,13.5975,0.0022586,0.648661,12.385465,NA
0.65351,0.125,7.3583,151.5608,44.4902,0.0086741,0.840613,1.98873,NA
0.59281,0.125,0.4058,187.3224,37.8742,0.0056299,0.0248,13.309885,NA
0.61232,0.125,8.2341,133.621,48.9925,0.006788,0.01439,8.202375,NA
0.84825,0.125,4.7367,146.6788,90.7132,0.0082209,0.356361,11.850815,NA
0.95696,0.125,0.3056,115.6802,55.1735,0.0013023,0.229396,10.082205,NA
0.38337,0.125,8.8357,122.6154,89.9391,0.006017,0.23541,4.89515,NA
0.96237,0.125,0.6313,135.8392,85.5745,0.0048459,0.232189,0.287985,NA
0.3571,0.125,8.0479,112.4658,58.3078,0.0036934,0.822668,7.55706,NA
0.68402,0.125,8.9324,71.4562,62.9348,0.0032981,0.620323,6.60162,NA
0.6327,0.125,2.9052,101.6066,35.7766,0.0034324,1.002876,14.569445,NA
0.95158,0.125,4.3531,175.6804,23.7825,0.0061555,0.978156,4.270405,NA
0.23386,0.125,7.805,25.9858,10.3189,0.0010004,0.176086,1.68821,NA
0.02883,0.125,0.8649,34.779,97.9589,0.0032202,0.881264,14.24095,NA
0.55522,0.125,1.6588,187.748,78.3994,0.0042665,1.045663,12.59645,NA
0.64982,0.125,6.3052,15.752,51.0559,0.0056506,0.012258,0.641745,NA
0.39971,0.125,2.3795,0.248,17.3479,0.0080635,0.98124,0.08066,NA
0.12231,0.125,8.8046,126.1752,20.6543,0.0007499,0.053245,2.01849,NA
0.93675,0.125,9.8909,37.5042,30.6228,0.0051078,0.818622,1.760575,NA
0.46511,0.125,7.874,112.0484,80.7213,0.0062515,0.436788,3.11756,NA
0.95375,0.125,0.5061,110.1522,45.4617,0.0010031,0.365218,2.275995,NA
0.22517,0.125,9.5563,18.7144,13.6066,0.0015215,0.070336,9.254415,NA
0.04738,0.125,5.1083,188.7256,53.749,0.0045525,0.557113,4.393245,NA
0.06516,0.125,8.9839,197.7808,9.5234,0.002415,1.048815,13.523395,NA
0.02231,0.125,0.1221,34.8162,60.1116,0.0054416,0.646734,14.128495,NA
0.90268,0.125,1.9711,28.4846,71.0651,0.0019905,0.760786,9.527095,NA
0.69119,0.125,4.0113,189.8044,5.8194,0.0087874,0.615401,6.23433,NA
0.28822,0.125,3.2006,80.9586,96.9982,0.0089433,0.001765,13.62407,NA
0.71315,0.125,0.6121,110.6112,87.1807,0.0024491,0.532867,5.747885,NA
0.79001,0.125,3.1583,28.9032,96.9666,0.0009392,0.890763,9.6457,NA
0.70472,0.125,6.3446,8.151,22.0753,0.0023703,0.010685,6.317555,NA
0.04805,0.125,4.7478,9.8238,13.8016,0.0042106,1.017326,8.11832,NA
0.62012,0.125,2.4104,126.7092,8.5636,0.0036634,0.121558,15.157025,NA
0.68584,0.125,5.029,165.6384,16.9902,0.0047188,0.593097,13.709585,NA
0.2336,0.125,0.2053,5.389,87.4857,0.0007683,1.01414,13.034695,NA
0.07763,0.125,6.5039,65.143,28.9376,0.0078222,0.369704,14.469515,NA
0.51751,0.125,7.6185,66.4362,14.7845,0.0006306,0.858835,9.32064,NA
0.56628,0.125,8.8444,75.28,3.9096,0.0098251,0.126055,1.59348,NA
0.75663,0.125,9.1663,9.9012,92.3571,0.0072667,0.398621,12.47366,NA
0.59226,0.125,8.8726,177.9274,85.462,0.0099683,0.315083,1.628665,NA
0.1481,0.125,6.7875,197.1796,69.5235,0.0084237,0.151821,12.02862,NA
0.20925,0.125,0.1975,188.445,93.3796,0.002582,0.464692,2.74763,NA
0.54038,0.125,9.9357,17.1002,54.8701,0.0059686,0.90389,8.98696,NA
0.83425,0.125,0.8031,186.0212,49.4438,0.0077252,0.717315,5.6667,NA
0.07922,0.125,8.2306,21.5766,72.9662,0.0090579,0.878284,1.674135,NA
0.57399,0.125,2.5295,156.608,24.9833,0.0085984,0.769785,4.508095,NA
0.71236,0.125,4.9289,89.7858,97.5669,0.008667,0.259906,11.77585,NA
0.22741,0.125,1.1663,70.4798,64.9475,0.00016,0.738326,4.366775,NA
0.00789,0.125,5.3706,79.8352,9.2508,0.0089036,0.355763,5.229815,NA
0.97984,0.125,1.6568,194.1006,38.3367,0.0057612,0.07532,10.225095,NA
0.95439,0.125,5.1427,178.4762,36.2388,0.0032611,0.148831,0.601,NA
0.76677,0.125,9.9649,180.4092,97.7924,0.0080144,0.652069,13.16129,NA
0.00166,0.125,5.9161,158.0794,46.6358,0.0004288,0.495139,7.57492,NA
0.90913,0.125,1.5073,43.4896,66.1998,0.000979,0.193492,14.98977,NA
0.39352,0.125,6.4992,188.9316,68.692,0.0019426,0.770427,4.50712,NA
0.60378,0.125,3.7973,53.657,10.872,0.0074077,0.77604,13.16924,NA
0.71298,0.125,1.6494,49.8948,40.8153,0.002329,0.525393,7.93617,NA
0.96788,0.125,6.8242,0.6418,40.1858,0.0025097,0.801561,9.11657,NA
0.95268,0.125,9.5295,193.579,73.7385,0.0074928,0.163697,8.24154,NA
0.65611,0.125,1.7039,180.5012,42.9449,0.0027774,0.433991,8.47073,NA
0.11157,0.125,1.0283,45.8778,9.0687,0.0062567,0.108647,14.77653,NA
0.46055,0.125,5.0155,74.3514,89.3494,0.0081947,0.042429,2.79173,NA
0.38969,0.125,0.7012,51.295,57.195,0.0057806,0.662209,1.60429,NA
0.72268,0.125,6.6799,48.28,29.7395,0.0087777,0.51212,0.268925,NA
0.42765,0.125,1.467,16.4932,34.3523,0.0046782,0.65331,7.41693,NA
0.56025,0.125,8.1511,66.049,31.4242,0.0044672,0.07034,3.70862,NA
0.60408,0.125,1.2762,160.8834,94.052,0.0072211,0.49386,15.63635,NA
0.59311,0.125,5.9078,31.418,99.7818,0.0049283,0.714565,6.153625,NA
0.63314,0.125,5.495,21.791,8.7089,0.0026648,0.693724,6.688815,NA
0.31923,0.125,1.5038,45.6804,41.2399,0.0020585,0.83622,13.19032,NA
0.65078,0.125,6.9477,136.0646,97.3082,0.0040715,0.267067,3.02669,NA
0.22758,0.125,1.9302,115.6324,92.5892,0.0040501,0.144619,11.959905,NA
0.41872,0.125,5.5758,162.8024,25.3351,1.83E-05,0.412702,5.084095,NA
0.05499,0.125,2.1655,26.281,69.7188,0.0090209,0.534734,4.60483,NA
0.83357,0.125,9.7127,180.3416,96.4835,0.0019684,1.043652,5.22745,NA
0.24959,0.125,8.0664,21.3854,46.0608,0.0058251,0.58251,6.80542,NA
0.49771,0.125,8.7702,72.0714,89.1095,0.001434,0.547961,1.531345,NA
0.13787,0.125,1.77,33.403,50.5892,0.0092995,1.078642,10.299175,NA
0.68377,0.125,7.1726,85.3244,77.0779,0.003847,0.161476,2.671865,NA
0.00564,0.125,3.2556,31.916,18.5255,0.008075,1.002067,9.056585,NA
0.05932,0.125,3.0347,17.8008,25.5338,0.0080787,0.827931,13.173645,NA
0.14496,0.125,5.6391,31.7986,59.1708,0.0020709,0.468386,4.515925,NA
0.85447,0.125,0.2741,17.9796,3.0141,0.0028425,0.940435,2.233,NA
0.23703,0.125,1.6916,112.7978,62.3221,0.0045686,0.174321,0.211995,NA
0.36472,0.125,2.3854,6.4324,42.8299,0.0066304,0.421061,4.24047,NA
0.19197,0.125,0.7415,95.2706,10.0378,0.0033661,0.749276,1.623975,NA
0.11497,0.125,6.4776,155.7684,51.9066,0.0058463,0.4449,13.918875,NA
0.92353,0.125,3.2732,0.3224,32.3981,0.0051437,0.813154,14.21167,NA
0.79421,0.125,8.7778,106.2042,67.0116,0.0010824,0.836981,13.68462,NA
0.91148,0.125,8.0535,114.6474,82.7485,0.0073714,0.362457,10.377805,NA
0.59709,0.125,7.3949,145.4356,34.6534,0.0006173,0.793075,12.820955,NA
0.68238,0.125,5.0064,132.0304,59.8865,0.0071633,0.728031,6.566655,NA
0.69054,0.125,6.156,58.0186,7.0319,0.0014222,0.552447,3.282385,NA
0.76021,0.125,4.0302,155.4914,70.957,0.007367,0.774511,5.439955,NA
0.66337,0.125,7.2499,72.1872,32.3194,0.0074853,0.211219,6.809715,NA
0.55531,0.125,3.3668,20.9226,64.6426,0.0089319,0.815499,8.848105,NA
0.4988,0.125,2.1738,46.6008,88.8355,0.0083381,0.026079,13.1873,NA
0.79342,0.125,2.9739,151.2844,57.5051,0.0016818,0.738175,11.92874,NA
0.54992,0.125,0.9377,55.636,23.7904,0.0007575,0.873467,15.07044,NA
0.18719,0.125,2.7932,37.0856,19.9651,0.0086294,0.3324,5.9046,NA
0.7688,0.125,4.1511,94.0028,56.0734,0.0075806,0.240485,3.62451,NA
0.76042,0.125,2.7127,133.6932,40.4131,0.0065382,0.482744,5.76784,NA
0.03506,0.125,3.4551,46.3672,53.3755,0.0016303,0.590522,6.02622,NA
0.93071,0.125,2.0313,19.2214,81.658,0.0005374,0.819269,10.412965,NA
0.73398,0.125,3.9228,124.8348,55.2051,0.0080035,0.605508,12.77881,NA
0.27013,0.125,4.4411,170.2638,67.9514,0.0086392,0.704686,15.626385,NA
0.14031,0.125,5.9612,117.7714,24.2958,0.0079664,0.52865,5.41441,NA
0.81519,0.125,2.2921,181.0362,99.3161,0.0025566,0.238423,10.074135,NA
0.71033,0.125,8.7065,84.6976,69.2939,0.0053829,1.011969,1.23157,NA
0.0702,0.125,1.3379,157.7202,91.3344,0.0041431,0.395918,5.999055,NA
0.24059,0.125,8.422,7.916,79.2787,0.0046322,0.307012,10.85655,NA
0.74566,0.125,2.7966,106.85,21.8446,0.0018892,1.024356,1.391155,NA
0.63819,0.125,6.6109,140.2126,37.9901,0.0034868,0.793664,8.012075,NA
0.3351,0.125,8.5756,62.0134,18.2339,0.0076833,0.07096,1.182715,NA
0.33562,0.125,5.2948,29.359,51.9791,0.0037551,0.403281,2.0544,NA
0.69332,0.125,7.7095,96.4468,64.3323,0.0002121,0.215899,12.830715,NA
0.50314,0.125,8.1552,88.433,72.0823,0.0076267,0.6725,8.081035,NA
0.82056,0.125,5.9721,98.6906,92.8313,0.0044558,0.871815,14.12589,NA
0.15967,0.125,7.816,76.8852,32.1417,0.005822,0.101289,6.811585,NA
0.91025,0.125,7.4714,192.9392,57.4998,0.0051946,0.372619,3.22607,NA
0.62018,0.125,9.1553,44.6952,46.2141,0.008889,0.613609,1.23998,NA
0.81455,0.125,6.3905,97.2582,26.6026,0.0089044,0.042379,13.145905,NA
0.49273,0.125,3.1172,104.415,45.2796,0.009502,0.945912,14.398935,NA
0.51518,0.125,0.5417,180.0824,35.0805,0.0003205,0.406807,11.00803,NA
0.3657,0.125,1.7544,37.9218,84.3097,0.0083096,0.000996,10.480085,NA
0.84463,0.125,1.0292,179.078,41.7163,0.0083608,0.615934,3.315025,NA
0.16299,0.125,5.2309,50.101,26.8438,0.0054264,0.069792,7.309455,NA
0.89284,0.125,1.158,115.5268,39.9821,0.0072671,0.161945,2.727485,NA
0.74366,0.125,5.7559,19.1508,88.9999,0.0045375,0.440638,14.218845,NA
0.66796,0.125,7.0826,60.2952,79.479,0.0010025,0.913671,6.44659,NA
0.56422,0.125,3.1337,190.1318,55.4716,0.0014907,0.526832,9.76919,NA
0.51205,0.125,2.228,23.0158,81.5683,0.0086439,0.384488,6.795115,NA
0.7217,0.125,0.9277,180.2906,98.725,0.0012428,1.04312,15.242865,NA
0.02741,0.125,6.7775,197.1724,18.6724,0.0058188,0.496288,3.787385,NA
0.29337,0.125,9.812,184.3252,50.8263,0.0023857,0.762061,2.94451,NA
0.06447,0.125,0.644,136.3214,84.1518,0.0089717,0.392287,2.96721,NA
0.06978,0.125,6.1102,126.9876,19.9921,0.0046452,0.308031,14.103585,NA
0.69643,0.125,6.8855,13.6888,18.8239,0.0095446,0.775176,0.25854,NA
0.61062,0.125,5.8031,87.1918,48.8232,0.0055391,0.844152,3.68818,NA
0.9839,0.125,9.9751,175.7044,42.4964,0.0090582,0.699077,11.89539,NA
